gene_id,rep1_d_13,rep1_d_20,rep1_d_30,rep2_d_13,rep2_d_20,rep2_d_30,rep3_d_13,rep3_d_20,rep3_d_30
ENSG00000149923.14,2146,1872,2818,2195,1325,3215,2386,1218,1537
ENSG00000149922.11,13,8,3,6,3,5,37,2,3
ENSG00000090238.12,453,410,358,263,335,270,917,279,255
ENSG00000250616.2,13,4,6,8,46,8,14,14,6
ENSG00000102886.15,25,24,10,6,13,12,32,3,3
ENSG00000261367.1,0,2,4,0,4,0,2,0,0
ENSG00000275371.1,4,0,2,2,5,2,2,0,0
ENSG00000102882.12,1042,985,778,951,610,779,1465,757,467
ENSG00000102879.16,27,126,60,48,47,89,74,27,7
ENSG00000261416.1,0,0,0,0,0,0,0,0,0
ENSG00000169627.9,9,1,0,33,0,4,13,1,4
ENSG00000132207.18,0,0,0,0,1,0,0,0,0
ENSG00000213599.10,0,0,0,0,0,0,0,0,0
ENSG00000261052.6,9,2,2,1,6,6,2,0,1
ENSG00000258130.8,0,0,0,3,2,0,2,0,0
ENSG00000278887.2,0,0,0,0,0,0,0,0,0
ENSG00000261444.1,0,0,0,0,0,0,0,0,0
ENSG00000261203.1,0,0,0,0,0,0,0,0,0
ENSG00000198064.13,4,7,8,5,3,2,4,4,6
ENSG00000183604.14,43,26,27,29,41,24,40,15,20
ENSG00000273724.1,4,13,4,9,3,1,2,1,6
ENSG00000169217.9,1479,1505,2096,1633,1131,2302,1701,1222,1191
ENSG00000260219.2,29,29,45,21,22,31,65,17,20
ENSG00000169221.14,840,1576,1836,915,1102,1894,1051,970,865
ENSG00000274653.1,4,1,21,0,3,7,8,5,2
ENSG00000180209.12,10,10,2,16,4,13,13,12,0
ENSG00000180035.13,781,801,647,573,480,1020,943,603,348
ENSG00000180096.12,47,41,41,24,42,43,87,29,42
ENSG00000280137.1,0,0,0,0,0,0,0,0,0
ENSG00000179965.12,181,275,299,241,237,346,296,245,113
ENSG00000199787.1,0,0,0,0,0,0,3,0,0
ENSG00000179958.9,743,501,469,681,301,481,697,334,252
ENSG00000179918.19,863,1269,1157,1017,1017,1289,929,1007,651
ENSG00000202476.1,0,0,0,1,0,1,0,0,0
ENSG00000222701.1,0,0,0,0,0,0,0,0,0
ENSG00000005844.18,1,0,3,2,1,1,3,0,0
ENSG00000261346.1,0,0,0,0,0,0,0,0,0
ENSG00000260487.1,0,0,0,0,0,0,0,0,0
ENSG00000251706.1,0,0,0,0,0,0,0,0,0
ENSG00000261332.1,0,0,0,0,0,0,0,0,0
ENSG00000266305.1,0,0,0,0,0,0,0,0,0
ENSG00000169957.10,926,768,1020,678,610,1047,1012,614,787
ENSG00000261459.1,0,0,0,0,0,0,0,0,0
ENSG00000278922.1,141,48,375,108,50,252,134,60,250
ENSG00000169955.7,113,175,200,68,159,111,155,149,69
ENSG00000235560.4,18,8,9,12,9,14,30,5,4
ENSG00000260494.1,4,0,2,1,0,4,2,0,3
ENSG00000169951.10,363,310,464,231,280,350,408,299,260
ENSG00000229809.8,118,90,116,127,153,176,163,76,101
ENSG00000239791.2,0,0,0,3,1,1,1,0,0
ENSG00000197162.10,395,172,312,106,216,305,336,95,178
ENSG00000260167.1,17,13,7,7,3,4,27,3,4
ENSG00000261588.1,8,1,3,0,1,0,3,1,0
ENSG00000156853.13,377,270,390,355,252,307,449,239,204
ENSG00000260678.1,1,1,1,0,1,1,3,0,0
ENSG00000261680.1,0,0,0,0,0,0,0,0,0
ENSG00000260113.3,0,0,0,0,0,0,1,0,0
ENSG00000156858.12,380,449,413,440,368,563,514,335,244
ENSG00000156860.16,1189,2247,2901,1272,1737,3008,1507,1524,1388
ENSG00000252074.1,0,0,0,0,0,0,1,0,0
ENSG00000261840.3,23,25,38,28,10,25,72,13,18
ENSG00000080603.17,180,190,416,115,160,313,206,128,251
ENSG00000222287.1,2,0,0,0,0,0,0,0,0
ENSG00000282034.1,0,0,0,0,0,0,0,0,3
ENSG00000206755.1,0,0,1,0,0,1,0,0,0
ENSG00000281991.2,0,0,0,0,0,0,0,0,0
ENSG00000260899.1,0,4,6,0,0,1,2,4,1
ENSG00000156873.16,470,464,234,325,275,286,416,294,126
ENSG00000196118.12,26,21,44,16,21,39,42,22,22
ENSG00000103549.21,1248,1364,2237,1084,934,2242,1466,804,1011
ENSG00000280211.1,12,16,11,8,8,11,12,6,6
ENSG00000102870.6,1251,1572,2317,879,1334,2084,1462,1287,1404
ENSG00000274848.1,0,0,1,0,1,0,1,0,0
ENSG00000260082.1,0,0,0,0,0,0,2,0,0
ENSG00000274678.1,4,0,0,1,0,1,4,0,0
ENSG00000099385.11,545,510,1000,739,380,929,749,523,405
ENSG00000260083.2,16,11,2,21,7,13,27,9,13
ENSG00000265991.1,0,0,0,0,0,0,0,0,0
ENSG00000262721.1,0,0,0,0,0,0,0,0,0
ENSG00000211591.1,0,0,0,0,0,0,0,0,0
ENSG00000150281.7,92,349,387,145,351,235,225,321,268
ENSG00000230447.2,0,3,6,0,0,0,0,0,4
ENSG00000260852.1,100,329,254,142,156,275,145,340,111
ENSG00000099364.17,1763,1298,1365,1145,884,1953,1872,679,916
ENSG00000261487.1,2,1,0,0,1,0,0,1,0
ENSG00000175938.7,269,271,335,118,274,279,339,225,173
ENSG00000275263.1,20,4,9,8,9,12,13,13,19
ENSG00000099381.18,851,1052,1215,693,868,953,991,600,628
ENSG00000279196.1,5,8,0,7,11,4,7,3,0
ENSG00000099377.14,15,40,13,10,12,15,15,25,6
ENSG00000099365.11,88,199,75,43,122,203,201,266,80
ENSG00000103496.15,329,410,562,367,374,619,406,270,322
ENSG00000260911.2,2,1,11,1,3,1,0,1,4
ENSG00000232748.3,3,16,19,7,8,14,3,9,6
ENSG00000167394.13,87,160,157,116,128,173,107,110,66
ENSG00000261124.1,2,2,6,0,4,3,6,2,3
ENSG00000167395.10,765,688,906,344,526,791,798,357,455
ENSG00000151006.7,33,10,20,7,17,28,28,1,3
ENSG00000255439.6,0,0,0,0,0,0,0,0,0
ENSG00000167397.15,111,127,100,113,93,100,111,61,21
ENSG00000280160.1,2,1,6,1,2,7,0,0,0
ENSG00000103507.14,813,1030,1091,899,749,1232,944,896,704
ENSG00000103510.20,874,630,831,544,540,613,1110,464,534
ENSG00000262766.1,9,11,28,6,8,10,11,3,20
ENSG00000278133.1,140,201,205,137,214,99,185,204,137
ENSG00000261385.1,0,0,0,0,0,0,0,0,0
ENSG00000052344.16,839,55,34,229,33,37,241,29,60
ENSG00000178226.11,4,7,3,5,8,5,13,6,6
ENSG00000263343.1,0,0,0,2,0,0,1,0,0
ENSG00000262366.1,0,0,0,1,0,0,2,0,0
ENSG00000089280.19,9877,4179,5138,8526,3879,7157,10232,2856,3327
ENSG00000260304.1,0,0,0,0,0,0,0,0,0
ENSG00000260060.1,6,6,6,2,0,1,8,1,1
ENSG00000103490.14,23,6,9,7,7,8,4,5,1
ENSG00000261359.2,0,0,0,0,0,0,0,0,0
ENSG00000177238.14,0,7,3,5,0,5,15,3,1
ENSG00000169900.8,0,0,0,0,0,0,6,0,0
ENSG00000169896.18,0,3,0,0,5,0,2,0,0
ENSG00000140678.17,2,2,0,0,0,2,3,0,0
ENSG00000261245.2,0,0,0,0,0,0,0,0,0
ENSG00000156886.12,3,0,8,1,1,1,9,0,6
ENSG00000260757.1,0,0,0,0,0,0,0,0,0
ENSG00000156885.6,90,17,74,33,46,1,163,20,42
ENSG00000277543.1,0,0,0,0,0,0,0,0,0
ENSG00000176723.10,16,17,51,12,44,53,32,10,26
ENSG00000261474.1,27,16,33,5,24,17,20,12,14
ENSG00000260267.1,67,48,109,36,48,68,52,25,56
ENSG00000140691.18,105,194,238,135,287,255,133,136,107
ENSG00000280132.1,4,18,22,8,41,23,5,23,7
ENSG00000140682.19,173,1109,1087,599,1604,1601,255,967,528
ENSG00000140675.13,3,3,10,0,0,5,5,3,1
ENSG00000260740.2,0,0,0,0,0,0,0,0,0
ENSG00000140688.17,538,383,503,318,546,439,522,227,263
ENSG00000260625.3,5,3,3,1,9,1,9,3,4
ENSG00000169877.10,0,0,0,0,0,0,1,0,0
ENSG00000261475.3,0,0,0,0,0,0,0,0,0
ENSG00000261648.1,0,0,0,0,0,0,1,0,0
ENSG00000213547.3,0,0,0,0,0,0,0,0,0
ENSG00000260883.1,0,0,0,0,0,0,0,0,0
ENSG00000261741.5,0,0,0,0,0,0,0,0,0
ENSG00000278885.1,0,0,0,0,0,0,0,0,0
ENSG00000261614.1,2,19,17,15,11,13,4,10,2
ENSG00000260010.1,0,0,0,0,0,0,0,0,0
ENSG00000237185.1,0,0,0,0,0,0,0,0,0
ENSG00000260631.1,0,0,0,0,0,0,0,0,0
ENSG00000260472.1,0,0,0,0,0,0,0,0,0
ENSG00000260568.1,0,0,0,0,0,0,0,0,0
ENSG00000131797.12,275,199,179,111,155,120,192,77,55
ENSG00000276867.1,0,2,7,0,6,0,1,0,2
ENSG00000261731.2,0,0,0,0,0,0,0,0,0
ENSG00000197302.10,327,202,243,273,248,214,288,142,151
ENSG00000259810.2,2,1,8,2,4,3,6,0,3
ENSG00000260722.1,2,0,0,0,0,0,0,1,1
ENSG00000261457.3,3,0,2,2,2,0,0,1,1
ENSG00000180663.5,0,0,0,0,0,0,0,0,0
ENSG00000261284.2,0,0,0,0,0,0,0,0,0
ENSG00000259874.1,0,0,0,0,0,0,1,0,0
ENSG00000185947.15,139,149,153,190,161,152,152,152,57
ENSG00000259950.1,0,0,0,0,0,0,0,0,1
ENSG00000261289.2,0,0,0,0,0,0,0,0,0
ENSG00000197476.3,0,0,0,0,0,0,0,0,0
ENSG00000260218.1,0,0,0,0,0,0,0,0,0
ENSG00000260628.5,0,2,12,2,6,12,2,0,8
ENSG00000261727.2,0,0,0,0,0,0,0,0,0
ENSG00000261704.2,0,0,0,0,0,0,0,0,0
ENSG00000223931.2,0,0,0,0,0,0,0,0,0
ENSG00000260048.2,0,0,0,0,0,0,0,0,0
ENSG00000270472.2,0,0,0,0,0,0,0,0,0
ENSG00000230267.7,0,0,0,0,0,0,3,0,0
ENSG00000260584.1,0,0,0,0,0,0,0,0,0
ENSG00000286473.1,0,0,0,0,0,0,0,0,0
ENSG00000279997.1,0,0,0,0,0,0,0,0,0
ENSG00000260847.1,0,0,0,1,0,0,0,0,0
ENSG00000260649.1,0,0,0,0,0,0,0,0,0
ENSG00000260540.2,0,0,0,0,0,0,0,0,0
ENSG00000260344.2,0,0,0,0,0,0,0,0,0
ENSG00000260575.1,0,0,0,0,0,0,0,0,0
ENSG00000205456.11,0,0,0,0,0,0,0,0,0
ENSG00000260402.1,0,0,0,0,0,0,0,0,0
ENSG00000259822.2,0,0,0,0,0,0,0,0,0
ENSG00000261127.2,0,0,0,0,0,0,0,0,0
ENSG00000260516.2,0,0,0,0,0,0,0,0,0
ENSG00000260327.2,0,0,0,0,0,0,0,0,0
ENSG00000260866.2,0,0,0,0,0,0,0,0,0
ENSG00000260307.2,0,0,0,0,0,0,0,0,0
ENSG00000261541.1,0,0,0,0,0,0,0,0,0
ENSG00000260662.2,0,0,0,0,0,0,0,0,0
ENSG00000261233.2,0,0,0,0,0,0,0,0,0
ENSG00000259966.6,0,0,0,0,0,0,0,0,0
ENSG00000262187.2,0,0,0,0,0,0,0,0,0
ENSG00000261111.1,0,0,0,0,0,0,0,0,0
ENSG00000261569.5,0,0,0,0,0,0,0,0,0
ENSG00000261263.2,0,0,0,0,0,0,0,0,0
ENSG00000260311.1,0,0,0,0,0,0,0,0,0
ENSG00000183632.14,0,0,0,0,0,0,0,0,0
ENSG00000260974.1,0,0,0,0,0,0,0,0,0
ENSG00000261391.1,0,0,0,0,0,0,0,0,0
ENSG00000260864.1,0,0,0,0,0,0,0,0,0
ENSG00000260845.1,0,0,0,1,0,0,0,0,0
ENSG00000261108.2,0,0,0,0,0,0,0,0,0
ENSG00000260644.6,0,0,0,0,0,0,0,0,0
ENSG00000278950.1,0,0,0,0,0,0,0,0,0
ENSG00000279780.1,0,0,0,0,0,0,0,0,0
ENSG00000279795.1,0,0,0,0,0,0,0,0,0
ENSG00000260158.1,0,0,0,0,0,0,0,0,0
ENSG00000261719.1,0,0,0,0,0,0,0,0,0
ENSG00000259934.1,0,0,0,0,0,0,0,0,0
ENSG00000259303.5,0,0,0,0,0,0,0,0,0
ENSG00000260047.2,0,0,0,0,0,0,0,0,0
ENSG00000214617.9,0,0,0,0,0,0,1,0,0
ENSG00000214614.3,0,0,0,0,0,0,0,0,0
ENSG00000261834.2,0,0,0,0,0,0,0,0,0
ENSG00000270864.1,0,0,0,0,0,0,0,0,0
ENSG00000277304.1,0,0,0,0,0,0,3,0,2
ENSG00000260610.1,0,0,0,0,0,0,0,0,0
ENSG00000261259.1,0,0,0,0,0,0,0,0,0
ENSG00000259852.2,0,0,0,0,0,0,0,0,0
ENSG00000233732.5,0,0,0,0,0,0,0,0,0
ENSG00000260921.1,0,0,0,0,0,0,0,0,0
ENSG00000259997.2,0,0,0,0,0,0,0,0,0
ENSG00000271130.1,0,0,0,0,0,0,0,0,0
ENSG00000260141.1,0,0,0,0,0,0,0,0,0
ENSG00000260900.1,0,0,0,0,0,0,0,0,0
ENSG00000261599.6,0,0,0,0,0,0,0,0,0
ENSG00000261682.1,0,0,0,0,0,0,0,0,0
ENSG00000259800.1,0,0,0,0,0,0,0,0,0
ENSG00000261536.2,0,0,0,0,0,0,0,0,0
ENSG00000260414.1,0,0,0,0,0,0,0,0,0
ENSG00000260419.1,0,0,0,0,0,0,0,0,0
ENSG00000205457.11,0,0,0,0,0,0,0,0,0
ENSG00000260827.1,0,0,0,0,0,0,0,0,0
ENSG00000261507.1,0,0,0,0,0,0,0,0,0
ENSG00000275034.2,0,0,0,0,0,0,0,0,0
ENSG00000282973.1,0,0,0,0,0,0,0,0,0
ENSG00000261509.6,0,0,0,0,0,0,0,0,0
ENSG00000261009.1,0,0,0,0,0,0,0,0,0
ENSG00000283110.1,0,0,0,0,0,0,0,0,0
ENSG00000278848.2,0,0,0,0,0,0,0,0,0
ENSG00000282927.1,0,0,0,0,0,0,0,0,0
ENSG00000262090.1,0,0,0,0,0,0,0,0,0
ENSG00000260626.1,0,0,0,1,0,0,0,0,0
ENSG00000261200.1,0,0,0,0,0,0,0,0,0
ENSG00000261466.2,0,0,0,0,0,0,0,0,0
ENSG00000261405.2,0,0,0,0,0,0,0,0,0
ENSG00000259882.2,0,0,0,0,0,0,0,0,0
ENSG00000260518.2,0,0,0,1,0,1,0,0,0
ENSG00000282924.1,0,0,1,0,0,0,3,0,0
ENSG00000261580.1,0,0,0,0,0,0,0,0,0
ENSG00000260308.1,0,0,0,0,0,0,0,0,0
ENSG00000270467.1,0,0,0,0,0,0,0,0,0
ENSG00000261153.2,0,0,0,0,0,0,0,0,0
ENSG00000271178.1,0,0,0,0,0,0,0,0,0
ENSG00000259680.5,0,0,0,0,0,0,0,0,0
ENSG00000270924.1,0,0,0,0,0,0,0,0,0
ENSG00000271691.1,0,0,0,0,0,0,0,0,0
ENSG00000260312.1,0,0,0,0,0,0,0,0,0
ENSG00000270318.1,0,0,0,0,0,0,0,0,0
ENSG00000260525.1,0,0,0,0,0,0,0,0,0
ENSG00000260781.1,11,81,38,22,46,46,21,52,22
ENSG00000271620.1,0,0,0,0,0,0,0,0,0
ENSG00000261607.1,0,0,0,0,0,0,0,0,0
ENSG00000259842.2,0,0,0,0,0,0,0,0,0
ENSG00000205452.5,0,0,0,0,0,0,0,0,0
ENSG00000270401.1,0,0,0,0,0,0,0,0,0
ENSG00000198555.7,0,0,0,0,0,0,0,0,0
ENSG00000261217.2,0,0,0,0,0,0,0,0,0
ENSG00000259990.2,0,0,0,0,0,0,0,0,0
ENSG00000283065.1,0,0,0,0,0,0,0,0,0
ENSG00000261197.2,0,0,0,0,0,0,0,0,0
ENSG00000262561.1,0,0,0,0,0,0,0,0,0
ENSG00000261440.1,0,0,0,0,0,0,0,0,0
ENSG00000260087.1,0,0,0,0,0,0,0,0,0
ENSG00000259987.1,0,0,0,0,0,0,0,0,0
ENSG00000260207.1,0,0,0,0,0,0,0,0,0
ENSG00000256642.1,0,0,0,0,0,0,0,0,0
ENSG00000200434.1,0,0,0,0,0,0,0,0,0
ENSG00000279800.2,20,20,25,20,14,18,26,14,7
ENSG00000284209.2,0,0,0,0,0,0,0,0,0
ENSG00000288300.1,0,0,0,0,0,0,0,0,0
ENSG00000286968.1,0,0,0,0,0,0,0,0,0
ENSG00000279165.1,0,0,0,0,0,0,0,0,0
ENSG00000287353.1,0,0,0,0,0,0,0,0,0
ENSG00000260854.1,0,0,0,0,0,0,0,0,0
ENSG00000179755.3,0,0,0,0,0,0,0,0,0
ENSG00000261566.1,0,0,0,0,0,0,0,0,0
ENSG00000262885.1,0,0,0,0,0,0,0,0,0
ENSG00000216671.6,0,0,0,0,0,0,0,0,0
ENSG00000278138.2,0,0,0,0,0,0,0,0,0
ENSG00000261053.1,0,0,0,0,0,0,0,0,0
ENSG00000260809.1,2,1,4,1,1,2,1,0,1
ENSG00000259979.1,0,0,0,0,0,0,0,0,0
ENSG00000260724.1,0,0,0,0,0,0,0,0,0
ENSG00000261800.2,0,0,0,0,0,0,3,0,0
ENSG00000280180.1,0,0,0,0,0,0,0,0,0
ENSG00000261461.1,5,39,15,14,23,22,21,36,16
ENSG00000261608.1,0,0,0,0,0,0,0,0,0
ENSG00000260073.2,0,0,0,0,0,0,0,0,0
ENSG00000260590.1,0,0,0,0,0,0,0,0,0
ENSG00000261398.1,0,0,0,0,0,0,0,0,0
ENSG00000260958.3,0,0,0,0,0,0,0,0,0
ENSG00000261274.1,0,0,0,0,0,0,0,0,0
ENSG00000260967.1,0,0,0,0,0,0,0,0,0
ENSG00000260984.1,0,0,0,0,0,0,0,0,0
ENSG00000259897.2,0,0,0,1,0,0,0,0,0
ENSG00000261010.1,0,0,0,0,0,0,0,0,0
ENSG00000261752.1,0,0,0,0,0,0,0,0,0
ENSG00000260846.2,0,0,0,0,0,0,0,0,0
ENSG00000261486.1,0,0,0,0,0,0,0,0,0
ENSG00000260427.1,0,0,0,0,0,0,0,0,0
ENSG00000260480.1,0,0,0,0,0,0,0,0,0
ENSG00000259841.6,0,0,0,0,0,0,0,0,0
ENSG00000260291.1,0,0,0,0,0,0,0,0,0
ENSG00000261689.1,0,0,0,0,0,0,0,0,0
ENSG00000260598.1,0,0,0,0,0,0,0,0,0
ENSG00000260812.1,0,0,0,0,0,0,0,0,0
ENSG00000260680.1,0,0,0,0,0,0,0,0,0
ENSG00000261299.1,0,0,0,0,0,0,0,0,0
ENSG00000278681.2,0,0,0,0,0,0,0,0,0
ENSG00000214581.6,0,0,0,0,0,0,0,0,0
ENSG00000287163.1,0,0,0,0,0,0,0,0,0
ENSG00000261711.6,0,0,0,0,0,0,0,0,0
ENSG00000260153.1,0,0,0,0,0,0,0,0,0
ENSG00000259836.1,0,0,0,0,0,0,0,0,0
ENSG00000261350.1,0,0,0,0,0,0,0,0,0
ENSG00000260341.1,0,0,0,0,0,0,0,0,0
ENSG00000261445.1,0,0,0,0,0,0,1,0,0
ENSG00000287448.1,0,0,0,0,0,0,0,0,0
ENSG00000260857.3,0,0,0,0,0,0,0,0,0
ENSG00000269622.1,0,0,0,0,0,0,0,0,0
ENSG00000282946.1,0,0,0,0,0,0,0,0,0
ENSG00000259996.1,0,0,0,0,0,0,0,0,0
ENSG00000260994.1,0,0,0,0,0,0,0,0,0
ENSG00000261046.1,0,0,0,0,0,0,0,0,0
ENSG00000260134.1,0,0,0,0,0,0,0,0,0
ENSG00000260746.2,0,0,0,0,0,0,0,0,0
ENSG00000259791.1,0,0,0,0,0,0,0,0,0
ENSG00000260522.1,0,0,0,0,0,0,0,0,0
ENSG00000251915.1,0,0,0,0,0,0,0,0,0
ENSG00000222207.1,0,0,0,0,0,0,0,0,0
ENSG00000251924.1,0,0,0,0,0,0,0,0,0
ENSG00000252624.1,0,0,0,0,0,0,0,0,0
ENSG00000261122.6,0,0,0,0,0,0,0,0,0
ENSG00000252094.1,0,0,0,0,0,0,0,0,0
ENSG00000276599.1,0,0,0,0,0,0,0,0,0
ENSG00000277004.1,0,0,0,0,0,0,0,0,0
ENSG00000252182.1,0,0,0,0,0,0,0,0,0
ENSG00000274228.1,0,0,0,0,0,0,0,0,0
ENSG00000253055.1,0,0,0,0,0,0,0,0,0
ENSG00000252647.1,0,0,0,0,0,0,0,0,0
ENSG00000252268.1,0,0,0,0,0,0,0,0,0
ENSG00000251760.1,0,0,0,0,0,0,0,0,0
ENSG00000251717.1,0,0,0,0,0,0,0,0,0
ENSG00000252806.1,0,0,0,0,0,0,0,0,0
ENSG00000252673.1,0,0,0,0,0,0,0,0,0
ENSG00000252587.1,0,0,0,0,0,0,0,0,0
ENSG00000252936.1,0,0,0,0,0,0,0,0,0
ENSG00000260611.1,0,0,0,0,0,0,0,0,0
ENSG00000261620.1,0,0,0,0,0,0,0,0,1
ENSG00000261515.1,0,0,0,0,0,0,0,0,0
ENSG00000261782.1,0,0,0,1,0,0,2,0,0
ENSG00000279666.1,0,0,0,0,0,0,0,0,0
ENSG00000261084.1,0,0,0,0,0,0,0,0,0
ENSG00000261239.6,1,7,0,3,0,4,0,3,1
ENSG00000199448.1,0,0,0,0,0,0,0,0,0
ENSG00000261356.2,0,0,0,0,0,0,0,0,0
ENSG00000260251.1,0,0,0,0,0,0,0,0,0
ENSG00000171241.9,142,395,587,544,214,1145,222,372,429
ENSG00000261512.2,26,80,50,47,65,48,27,22,20
ENSG00000259856.1,10,32,18,19,28,37,12,12,12
ENSG00000260909.1,0,0,1,0,0,0,0,0,0
ENSG00000069329.18,2328,3324,4463,2751,2692,4185,3178,3392,2727
ENSG00000261131.1,16,9,6,4,11,8,10,5,9
ENSG00000280376.1,0,0,1,0,0,0,0,0,0
ENSG00000091651.9,891,498,504,744,493,654,920,424,304
ENSG00000140795.13,4783,8559,14395,6450,3437,11124,4726,9595,12973
ENSG00000260782.1,1,0,1,0,1,0,2,1,0
ENSG00000155330.10,821,978,1378,833,775,1002,863,1099,774
ENSG00000260889.1,0,0,0,0,0,0,1,0,0
ENSG00000261725.1,0,0,0,0,0,0,0,0,0
ENSG00000166123.14,1738,1279,1380,1084,1152,1538,1260,947,610
ENSG00000069345.12,1490,1812,2381,1535,1316,2313,1634,1653,1409
ENSG00000261173.1,1,9,6,4,7,9,6,2,2
ENSG00000259821.1,0,0,0,0,0,0,0,0,0
ENSG00000259983.1,0,0,0,0,0,0,0,0,0
ENSG00000171208.10,777,600,763,815,582,609,721,370,212
ENSG00000260281.6,3,0,5,3,3,0,2,0,4
ENSG00000239840.1,0,0,1,0,0,0,2,0,0
ENSG00000129636.13,1238,2015,1669,1307,1556,1703,1417,1862,1158
ENSG00000260744.1,2,0,0,0,0,0,3,0,0
ENSG00000279509.1,0,0,3,0,3,0,2,0,0
ENSG00000260012.1,2,0,0,0,3,0,0,1,0
ENSG00000261369.1,1,0,0,0,0,0,0,0,1
ENSG00000222767.1,0,0,0,0,0,0,0,0,0
ENSG00000288601.1,0,0,0,0,0,0,0,0,0
ENSG00000102893.16,1694,2034,3220,1700,1593,2254,1929,1794,2335
ENSG00000222268.1,0,0,0,0,0,0,1,0,0
ENSG00000262038.1,1,0,3,0,0,0,1,0,0
ENSG00000259866.1,0,0,0,0,0,0,0,0,0
ENSG00000261336.1,1,0,0,0,0,0,0,0,0
ENSG00000259918.1,33,3,36,37,0,55,32,6,34
ENSG00000261231.6,1,0,0,7,4,1,2,0,0
ENSG00000260497.1,0,0,0,1,0,0,0,0,0
ENSG00000261325.1,0,3,14,20,11,3,3,1,0
ENSG00000260450.2,0,0,0,0,0,0,0,0,0
ENSG00000288026.1,0,0,0,0,0,0,0,0,0
ENSG00000261017.1,2,0,0,2,0,0,0,0,0
ENSG00000140798.16,8,0,1,2,0,0,0,0,0
ENSG00000261538.1,0,0,0,0,0,0,0,0,0
ENSG00000121270.15,1,9,1,3,3,4,15,2,5
ENSG00000102910.14,1010,1951,2904,1086,1482,2349,1242,1732,1779
ENSG00000240793.1,2,5,10,0,1,2,2,1,4
ENSG00000280067.1,19,7,21,2,15,6,9,5,15
ENSG00000196470.12,278,213,375,295,234,248,366,185,211
ENSG00000275909.1,0,0,0,0,0,0,0,0,0
ENSG00000261802.1,0,0,0,0,0,0,0,0,0
ENSG00000260688.1,0,0,0,0,0,0,0,0,0
ENSG00000260347.1,0,0,0,0,0,0,0,0,0
ENSG00000102921.8,849,1046,1567,571,994,1181,915,697,729
ENSG00000261267.1,0,1,4,3,0,0,3,3,4
ENSG00000243609.1,0,0,0,0,0,2,0,0,0
ENSG00000260033.1,0,0,0,0,0,0,0,0,0
ENSG00000259912.1,0,0,0,0,0,0,0,0,1
ENSG00000260086.3,7,12,4,3,14,10,23,20,5
ENSG00000260052.1,0,3,0,0,0,0,4,1,0
ENSG00000272545.1,0,0,0,0,0,0,0,0,0
ENSG00000260726.2,0,0,0,0,0,0,0,0,0
ENSG00000222170.1,0,0,0,0,0,0,0,0,0
ENSG00000260184.1,0,0,0,0,0,0,0,0,0
ENSG00000260067.1,0,0,0,0,0,0,0,0,0
ENSG00000287469.1,1,0,1,0,0,0,2,0,0
ENSG00000261421.1,0,0,0,0,0,0,0,0,0
ENSG00000261815.1,0,0,0,0,0,0,0,0,0
ENSG00000102924.12,182,190,56,17,25,490,3147,33,18
ENSG00000279249.3,55,15,8,1,3,4,676,2,3
ENSG00000280189.1,1,0,0,0,0,0,6,0,0
ENSG00000166152.4,1,0,0,0,0,0,0,0,0
ENSG00000262950.2,0,0,0,0,0,0,0,0,0
ENSG00000263110.1,0,0,0,0,0,0,0,0,0
ENSG00000261623.1,0,0,0,0,1,0,0,0,0
ENSG00000102935.11,583,176,400,340,206,348,1394,77,43
ENSG00000260089.2,0,0,0,0,0,0,0,0,0
ENSG00000260024.1,0,0,0,0,0,0,0,0,0
ENSG00000280131.1,0,0,0,1,0,0,2,0,0
ENSG00000259978.1,1,0,0,0,0,0,3,0,0
ENSG00000275155.1,13,2,3,5,12,1,27,6,1
ENSG00000279842.1,0,0,0,0,0,0,0,0,0
ENSG00000261751.1,0,0,0,0,0,0,0,0,0
ENSG00000244551.2,0,0,0,0,0,0,0,0,0
ENSG00000283365.1,0,0,0,4,0,0,1,2,0
ENSG00000205423.11,220,307,272,154,265,375,215,220,193
ENSG00000259843.2,0,1,3,0,0,0,0,1,0
ENSG00000261835.1,0,0,0,0,0,0,0,0,0
ENSG00000273829.1,0,0,1,0,0,0,2,0,0
ENSG00000260298.2,2,3,5,0,0,0,0,0,0
ENSG00000155393.13,431,518,569,507,299,562,331,381,303
ENSG00000279356.1,2,10,4,1,4,6,1,2,6
ENSG00000202124.1,0,0,0,0,0,0,0,0,0
ENSG00000260381.2,1,1,0,1,0,0,2,0,1
ENSG00000287444.1,0,0,0,0,0,0,2,0,0
ENSG00000260031.1,0,0,0,0,0,0,0,0,0
ENSG00000252526.1,0,0,0,0,0,0,2,0,0
ENSG00000121274.13,337,434,396,362,332,450,470,353,317
ENSG00000121281.13,245,246,237,130,165,350,186,86,86
ENSG00000274969.1,0,0,0,0,0,0,0,0,0
ENSG00000166164.16,2003,1280,1360,1248,927,1328,1835,904,751
ENSG00000261393.1,0,0,0,2,0,0,0,0,0
ENSG00000261092.1,0,0,0,0,0,0,0,0,0
ENSG00000260573.4,21,0,0,0,0,0,8,0,0
ENSG00000140807.7,1159,139,176,78,193,686,2037,33,19
ENSG00000260029.2,2,0,0,0,0,0,3,0,0
ENSG00000278909.1,6,0,1,0,0,0,16,0,0
ENSG00000205414.1,4,0,0,0,0,2,1,0,0
ENSG00000260249.3,16,0,0,0,0,5,12,0,0
ENSG00000167208.15,3,0,0,0,0,0,6,0,0
